,Unnamed: 0_prev,playerId_prev,teamId_prev,role_prev,name,team_prev,eliminations_avg_per_10m_prev,deaths_avg_per_10m_prev,hero_damage_avg_per_10m_prev,healing_avg_per_10m_prev,ultimates_earned_avg_per_10m_prev,final_blows_avg_per_10m_prev,time_played_total_prev,total_elims_prev,total_deaths_prev,total_hero_damage_prev,total_healing_prev,total_ultimates_prev,total_final_blows_prev,Unnamed: 0_curr,playerId_curr,teamId_curr,role_curr,team_curr,eliminations_avg_per_10m_curr,deaths_avg_per_10m_curr,hero_damage_avg_per_10m_curr,healing_avg_per_10m_curr,ultimates_earned_avg_per_10m_curr,final_blows_avg_per_10m_curr,time_played_total_curr,total_elims_curr,total_deaths_curr,total_hero_damage_curr,total_healing_curr,total_ultimates_curr,total_final_blows_curr
10,10,5715,4404,flexdps,Architect,SFS,15.222207120647465,4.4487436303300685,5243.971435991112,8473.734890062495,4.8239388762615185,3.7519524593145164,11194.171689391133,284.0,82.99999999999999,97836.52764791249,158094.07201623914,89.99999999999996,70.0,10,5715,4404,flexdps,SFS,15.222207120647465,4.4487436303300685,5243.971435991112,8473.734890062495,4.8239388762615185,3.7519524593145164,11194.171689391133,284.0,82.99999999999999,97836.52764791249,158094.07201623914,89.99999999999996,70.0
11,11,4652,4403,mainsupport,ArK,NYE,10.032708095530491,2.7676436125601356,3005.7645935554997,5154.747516908129,2.421688160990119,1.037866354710051,1734.3273455500605,29.0,8.000000000000002,8688.299548149109,14900.032629966736,7.000000000000003,3.0000000000000013,11,4652,7697,mainsupport,WAS,10.032708095530491,2.7676436125601356,3005.7645935554997,5154.747516908129,2.421688160990119,1.037866354710051,1734.3273455500605,29.0,8.000000000000002,8688.299548149109,14900.032629966736,7.000000000000003,3.0000000000000013
12,12,5878,4402,maintank,Axxiom,BOS,13.589014561645525,6.323051673581997,7227.732158597082,0.0,3.7716448579261033,3.3833872990219462,10817.5614451766,245.00000000000003,113.99999999999996,130310.72789150472,0.0,67.99999999999997,60.99999999999999,12,5878,4402,maintank,BOS,13.589014561645525,6.323051673581997,7227.732158597082,0.0,3.7716448579261033,3.3833872990219462,10817.5614451766,245.00000000000003,113.99999999999996,130310.72789150472,0.0,67.99999999999997,60.99999999999999
13,13,8896,7692,maindps,Baconjack,CDH,15.318466063982735,5.5867346821584105,7452.730316096863,25.975727998828987,4.50543119528904,6.067314009655907,9987.945226430893,254.99999999999997,93.0,124062.43697422744,432.4069141149521,74.99999999999999,101.0,13,8896,7692,maindps,CDH,15.924892697999852,5.68363173733328,7415.883846402495,23.18529868401969,4.450390888666625,6.005346741333276,11190.028302192688,297.0,106.0,138306.58354502913,432.40691411495203,83.00000000000001,112.0
14,14,4624,4525,flexsupport,Bani,HOU,14.522001182233842,5.350210961875625,6364.565789283623,7591.461944926478,4.2037371843308495,3.057263406786072,1570.0315482616425,38.0,13.999999999999998,16654.28180027008,19864.724584937096,11.000000000000002,7.999999999999999,14,4624,4525,flexsupport,HOU,14.522001182233842,5.350210961875625,6364.565789283623,7591.461944926478,4.2037371843308495,3.057263406786072,1570.0315482616425,38.0,13.999999999999998,16654.28180027008,19864.724584937096,11.000000000000002,7.999999999999999
15,15,8676,7693,flexdps,Bazzi,HZS,15.925613790521743,5.930075000693318,5250.646707118291,7845.662161749598,4.615676933529334,3.6680876292948366,19628.756800949574,520.9999999999999,194.0,171772.7787695527,256667.6575256586,151.0,120.0,15,8676,7693,flexdps,HZS,15.925613790521743,5.930075000693318,5250.646707118291,7845.662161749598,4.615676933529334,3.6680876292948366,19628.756800949574,520.9999999999999,194.0,171772.7787695527,256667.6575256586,151.0,120.0
16,16,4655,4410,flexsupport,Bdosin,LDN,15.271654336084044,4.156209724377304,7851.748760983646,8173.604442592874,4.4461778446826985,4.188428404411237,18622.736852288246,473.99999999999983,128.99999999999997,243701.7516767979,253691.47444850212,138.0,130.0,16,4655,4410,flexsupport,LDN,14.431812951746776,4.308003866193066,7727.613136297352,8394.21468727723,4.4426289870116,3.9041285037374656,22284.10256391764,536.0000000000001,160.00000000000003,287004.8728392125,311762.56839138275,165.00000000000006,145.00000000000003
17,17,8731,7693,flexsupport,BEBE,HZS,14.980603866919113,4.4713349232416535,7984.454188968449,10263.201113411162,5.026172103497916,2.9373733072390418,18383.771605372436,459.00000000000006,137.00000000000006,244640.63700592524,314460.5753482581,154.00000000000003,90.00000000000001,17,8731,7693,flexsupport,HZS,14.980603866919113,4.4713349232416535,7984.454188968449,10263.201113411162,5.026172103497916,2.9373733072390418,18383.771605372436,459.00000000000006,137.00000000000006,244640.63700592524,314460.5753482581,154.00000000000003,90.00000000000001
18,18,8708,7694,maintank,BenBest,PAR,13.502061931932685,7.0743197727872635,7357.8577713350705,0.0,4.602111250039028,3.841431704578032,15775.368315875532,355.00000000000017,186.00000000000003,193454.86059772968,0.0,121.00000000000004,101.00000000000004,18,8708,7694,maintank,PAR,13.384413839193757,6.719746865768057,7312.044178425127,0.0,4.626710956758336,4.020832140992362,21786.53495800495,486.00000000000006,244.0,265506.8435128927,0.0,168.00000000000003,145.99999999999997
19,19,4643,4406,mainsupport,BigG00se,GLA,13.504552491753845,4.894772743293678,4755.825141339412,5043.815998085592,3.363587423596681,2.53524126703929,23903.050485908985,538.0000000000001,195.0,189464.5474259853,200937.64740645885,134.0,101.0,19,4643,4406,mainsupport,GLA,13.504552491753845,4.894772743293678,4755.825141339412,5043.815998085592,3.363587423596681,2.53524126703929,23903.050485908985,538.0000000000001,195.0,189464.5474259853,200937.64740645885,134.0,101.0
20,20,4656,4410,maindps,BIRDRING,LDN,17.051886520350234,4.939167130032484,9647.421402473788,12.965313492032564,4.351171043123855,6.8207546081400965,5102.074770212174,145.0,42.000000000000014,82036.44222527744,110.24999809265141,37.000000000000014,58.00000000000002,20,4656,4410,maindps,LDN,17.051886520350234,4.939167130032484,9647.421402473788,12.965313492032564,4.351171043123855,6.8207546081400965,5102.074770212174,145.0,42.000000000000014,82036.44222527744,110.24999809265141,37.000000000000014,58.00000000000002
21,21,8184,4402,flexdps,blase,BOS,15.465218065388553,5.913988236854148,4811.927915552758,8579.98724876325,4.747849711277277,3.2762939528112187,21609.782583534718,557.0000000000001,212.99999999999991,173307.86010456085,309019.4316921233,171.0,118.0,21,8184,4402,flexdps,BOS,15.381343866551347,5.870907306810445,4776.107910985965,8606.83772816981,4.701058618368512,3.119596502511824,27695.889494180683,710.0,271.00000000000006,220464.2615249157,397290.04435622704,217.00000000000003,144.00000000000003
22,22,4625,4525,mainsupport,Boink,HOU,12.476862772981095,4.547123321708666,4026.804572449789,5650.5513550270725,3.160805235821877,2.689457086620369,21640.05526971817,450.0,164.0,145233.78918027878,203797.07271194452,114.0,97.0,22,4625,4525,mainsupport,HOU,12.616184944360981,4.636508973749684,3927.0589299533726,5440.76434664829,3.0747375299603164,2.659891990203765,24587.46454399824,517.0000000000001,190.00000000000003,160927.37033736706,222957.66744244093,126.0,109.0
23,23,4079,4524,flexsupport,Boombox,PHI,17.346763705993162,4.870766163751775,7910.898601085082,8965.245091198592,5.127122277633447,4.528958011909545,14042.965254426004,406.00000000000017,114.00000000000004,185154.12364387515,209831.04218852523,120.00000000000004,106.0,23,4079,4524,flexsupport,PHI,18.40911567531059,4.774958225733092,7909.233679348337,9254.5815950957,5.135332431448796,4.985176512400586,19979.23238068819,612.9999999999999,159.0,263367.3627214432,308165.72712409496,171.0,166.0
24,24,8704,4407,maindps,bqb,FLA,18.308626317362886,4.6745428895394605,9291.522200015606,53.97389190735479,4.5846478339713945,4.884298019198282,20023.348210036755,611.0,156.0,310078.9740203321,1801.2300531864166,153.00000000000003,162.99999999999997,24,8704,4407,maindps,FLA,18.262614016113293,4.297085650850185,9624.700774636702,49.405867748614156,4.846157706236599,4.870030404296878,25133.313314020634,765.0,179.99999999999997,403167.7002044022,2069.5552561283107,203.0,204.0
25,25,8771,7696,maintank,BUMPER,VAN,17.198075316263054,6.212917260848958,8780.207920028995,0.0,5.132409911136096,5.552607213802209,19990.609046518803,573.0,207.0,292536.1731274128,0.0,171.00000000000003,185.0,25,8771,7696,maintank,VAN,17.258328860517235,5.9445354964003805,8554.700318450916,0.0,5.057649152179356,5.7048364844487525,25031.392291307453,720.0000000000001,248.00000000000003,356893.43267619616,0.0,211.0,238.00000000000003
26,26,4620,4524,maindps,carpe,PHI,20.4359251859392,4.584035316672323,10027.156792892456,7.220212832055687,4.46573763108078,7.393605349471486,20287.801811158653,691.0000000000001,154.99999999999997,339048.2829060256,244.13707828521726,151.00000000000003,249.99999999999997,26,4620,4524,maindps,PHI,21.48408019153914,4.392910965682123,10101.256921705955,5.585794001712116,4.438670454907981,7.321518276136874,26224.068937420845,939.0,191.99999999999997,441493.4297823608,244.13707828521729,194.00000000000009,320.0
27,27,8721,7699,mainsupport,Chara,GZC,13.479198551846366,3.763672322918141,5289.461612883104,5194.127101469753,3.1509814796523967,2.4507633730629754,20565.020904898643,462.00000000000006,129.0,181296.4810743332,178028.88737404344,108.0,84.00000000000001,27,8721,7699,mainsupport,GZC,12.697301041803115,3.7837957104573268,5136.117937763106,5007.440236537229,3.072746852116353,2.3363033916917724,23627.068383455284,500.0000000000003,149.00000000000003,202252.34956836703,197185.22149121764,121.00000000000004,92.00000000000004
28,28,5831,4404,offtank,Choihyobin,SFS,19.006815734011017,3.373223270199908,6932.776012600375,9.408219565589881,3.275918752790295,5.8707058837133,18498.627277731888,585.9999999999999,104.0,213744.73242849106,290.06524515151983,101.0,180.99999999999997,28,5831,4404,offtank,SFS,19.48792085840122,3.3307690822454856,6828.113685538396,8.474915354251223,3.1554654463378284,5.90188907555779,20535.797682464123,667.0000000000001,114.0,233701.26866513488,290.06524515151983,108.0,202.0
29,29,4663,4523,mainsupport,Closer,DAL,14.292236493215167,3.3150482894547224,4133.009861406764,5139.760466313383,2.971033844322628,2.1579087921922246,19185.240891456604,457.0,106.0,132154.64966309073,164345.90445101267,94.99999999999996,69.0,29,4663,4523,mainsupport,DAL,14.579730237081915,3.3229420505010014,4203.912687932973,4969.945884559082,2.9365534399776294,2.4728871073495826,23292.612035870552,566.0,128.99999999999997,163200.1787878275,192938.3688805103,114.0,96.0
30,30,5306,4402,maindps,ColourHex,BOS,17.912849655468406,4.554856636109324,9781.260631458692,13.67943073011074,4.379669842412812,4.3358731439886835,13699.662796258926,409.00000000000017,104.0,223333.28728884453,312.3393137454986,100.0,99.0,30,5306,4402,maindps,BOS,18.10392040876704,4.609373370406347,10221.429890373049,9.471634969141414,4.336449947158604,4.639698195211653,19785.769706904888,597.0,151.99999999999997,337064.7631436587,312.3393137454986,143.0,153.0
31,31,8892,4408,mainsupport,CoMa,SHD,13.629174084218016,3.778384894634697,3807.445522587628,5334.388683530807,2.9417425251084426,2.2670309367808184,22231.72131544352,505.00000000000017,140.00000000000003,141076.77963650227,197654.40433418762,109.0,84.00000000000001,31,8892,4408,mainsupport,SHD,13.629174084218016,3.778384894634697,3807.445522587628,5334.388683530807,2.9417425251084426,2.2670309367808184,22231.72131544352,505.00000000000017,140.00000000000003,141076.77963650227,197654.40433418762,109.0,84.00000000000001
32,32,4138,4525,offtank,coolmatt,HOU,19.21497867913682,4.6089982642524125,8592.748389623135,1.3603027090636846,4.41425185872062,5.063406543826594,9242.789334595203,296.00000000000006,71.0,132368.27195078135,20.95498561859131,68.0,78.0,32,4138,4525,offtank,HOU,19.21497867913682,4.6089982642524125,8592.748389623135,1.3603027090636846,4.41425185872062,5.063406543826594,9242.789334595203,296.00000000000006,71.0,132368.27195078135,20.95498561859131,68.0,78.0
33,33,8784,7697,maindps,Corey,WAS,12.211447248928616,5.648291561393694,9869.95440604082,0.0,4.4549905272964345,4.097000217067256,15084.207157850266,306.99999999999994,142.0,248134.0614987612,0.0,112.0,103.0,33,8784,7697,maindps,WAS,13.948030875647328,5.259093608850632,10173.843400152684,0.0,4.649343625215777,4.446093630670824,23616.236796200283,549.0,207.00000000000003,400446.49144244206,0.0,183.00000000000009,175.00000000000003
34,34,3577,4405,mainsupport,Custa,VAL,14.447980160614295,4.514993800191967,4927.26492850935,5851.685290804381,3.4991201951487745,1.918872365081585,5315.621917128563,128.0,39.99999999999999,43652.462409138665,51842.24430656434,31.0,16.999999999999996,34,3577,4405,mainsupport,VAL,14.447980160614295,4.514993800191967,4927.26492850935,5851.685290804381,3.4991201951487745,1.918872365081585,5315.621917128563,128.0,39.99999999999999,43652.462409138665,51842.24430656434,31.0,16.999999999999996
35,35,8701,7698,offtank,Daco,ATL,21.100590503555445,3.2983792435964614,7293.643939660016,0.34949263447684903,2.3043471427865687,5.60272638638303,13279.24922066927,467.0,73.00000000000001,161423.5260026157,7.734999656677246,51.0,124.0,35,8701,7698,offtank,ATL,19.802417240666667,3.8020641102079997,6786.8068570949645,0.20422892074391494,2.640322298755556,5.333451043486223,22724.49845546484,750.0,144.0,257044.6365693212,7.734999656677243,100.00000000000004,202.0
36,36,8711,7698,maindps,dafran,ATL,21.833532837316017,5.458383209329004,10942.336185129041,30.648309387566176,5.0570315027606965,8.067169302023014,14949.48171842098,543.9999999999999,135.99999999999997,272637.0912606716,763.6272348165511,126.0,201.0,36,8711,7698,maindps,ATL,20.36668050757363,5.436034290064941,10831.295156505414,41.50344375069406,5.017877806213793,7.305439747281843,24392.782113671303,828.0,221.0,440342.37126916647,1687.307433962822,204.0,296.99999999999994
37,37,4489,4525,maindps,Danteh,HOU,18.34898158990423,4.042460660082171,9183.397294843051,407.43118189519663,5.053075825102714,5.084657549009607,18998.329596221447,581.0,128.0,290782.0143674612,12900.853135704998,160.0,161.00000000000003,37,4489,4525,maindps,HOU,18.619473646582914,3.909816052072477,9139.42614356155,362.2287103209982,5.112836375787086,5.058153633800059,21944.766417980194,680.9999999999999,143.0,334270.95319139963,13248.374063134197,187.0,185.00000000000003
38,38,8895,4408,maindps,DDing,SHD,19.483454025376147,3.2101612668238024,7537.9220360948975,986.0673965596077,4.640431138180942,5.689295710509511,18877.556285500526,613.0,101.0,237162.57918682692,31024.237966418266,146.0,179.0,38,8895,4408,maindps,SHD,19.483454025376147,3.2101612668238024,7537.9220360948975,986.0673965596077,4.640431138180942,5.689295710509511,18877.556285500526,613.0,101.0,237162.57918682692,31024.237966418266,146.0,179.0
39,39,8180,4406,maindps,Decay,GLA,20.80283884196637,4.2573251583559095,11880.443421577995,0.656777500608893,4.93462688809435,7.2568042471975716,12402.15347337723,430.0,88.00000000000001,245571.80441030863,13.575758934020994,102.0,149.99999999999997,39,8180,4406,maindps,GLA,20.80283884196637,4.2573251583559095,11880.443421577995,0.656777500608893,4.93462688809435,7.2568042471975716,12402.15347337723,430.0,88.00000000000001,245571.80441030863,13.575758934020994,102.0,149.99999999999997
40,40,8893,4408,maindps,diem,SHD,20.292655693623573,4.749344949571473,9992.93127487251,20.52961541056521,4.722360035085272,7.717685543053642,22234.64522397518,752.0000000000003,176.0,370315.4694072605,760.7811920642849,175.0,285.99999999999994,40,8893,4408,maindps,SHD,20.292655693623573,4.749344949571473,9992.93127487251,20.52961541056521,4.722360035085272,7.717685543053642,22234.64522397518,752.0000000000003,176.0,370315.4694072605,760.7811920642849,175.0,285.99999999999994
41,41,9251,7698,flexsupport,Dogman,ATL,17.654422336602785,5.848369009339002,7138.974933526107,8129.281413206059,4.536585306309696,5.356450120703013,10977.41949892044,322.99999999999994,107.0,130612.5377293229,148730.88716256618,83.00000000000001,98.0,41,9251,7698,flexsupport,ATL,16.540820572135438,6.026500518529968,7126.651319577833,8614.141250416234,4.74426636565125,4.519875388897474,18717.330174148083,515.9999999999999,188.00000000000009,222319.80964094406,268722.87658464914,148.0,140.99999999999997
42,42,4616,4523,maindps,EFFECT,DAL,13.172061822806649,6.146962183976438,9168.783911559944,8.554601401611384,4.6102216379823275,4.6102216379823275,5466.114642381668,120.0,56.0,83529.37331968546,77.9340533018112,42.00000000000001,42.00000000000001,42,4616,4523,maindps,DAL,13.172061822806649,6.146962183976438,9168.783911559944,8.554601401611384,4.6102216379823275,4.6102216379823275,5466.114642381668,120.0,56.0,83529.37331968546,77.9340533018112,42.00000000000001,42.00000000000001
43,43,8722,7699,flexdps,Eileen,GZC,17.65964105284718,3.624180066815654,6462.721042989962,3591.952285148773,4.810275361409867,4.942063727475892,9105.507836699486,267.99999999999994,55.0,98077.26183891296,54510.91613578797,73.0,75.00000000000001,43,8722,7699,flexdps,GZC,16.92353408823663,3.7991607136857737,6193.543745844408,3962.1646401253856,4.720169371548991,4.547480248199638,10423.354783952236,294.0,66.0,107595.83972144123,68831.74626076221,82.0,79.0
44,44,5175,4524,flexsupport,Elk,PHI,13.064766293642455,5.475674108364852,6413.144661552365,7953.259430291814,4.2268361538255,4.034707237742523,6245.806328713894,136.00000000000003,57.0,66758.76585680246,82790.86347270013,44.00000000000002,42.0,44,5175,4524,flexsupport,PHI,13.064766293642455,5.475674108364852,6413.144661552365,7953.259430291814,4.2268361538255,4.034707237742523,6245.806328713894,136.00000000000003,57.0,66758.76585680246,82790.86347270013,44.00000000000002,42.0
45,45,8787,7692,offtank,Elsa,CDH,17.155296784001848,3.790123708093432,7377.5095101996985,48.57166172925308,3.3056718055551744,5.385965269395928,21054.7217310071,601.9999999999998,132.99999999999997,258885.68300852182,1704.4380362033844,116.0,188.99999999999997,45,8787,7692,offtank,CDH,18.21907890472777,3.8173308181334376,7458.324246348788,44.83014588571823,3.247209981658963,5.626844777378508,24205.394921779633,735.0,154.0,300886.1397292614,1808.5523092746735,131.0,227.0
46,46,4634,7695,offtank,Envy,TOR,19.233958406039726,4.287519993376227,7644.930524361097,133.3602351757635,3.6168464748592752,6.131872169297844,25049.445872187607,803.0,178.99999999999997,319168.7889443636,5567.666654229162,150.99999999999997,255.99999999999997,46,4634,7695,offtank,TOR,18.67342878227967,4.3194764087123785,7579.824336424434,124.99161792395329,3.544185771251183,5.980813488986372,27086.616276919838,842.9999999999999,194.99999999999991,342186.3220786453,5642.666654229164,159.99999999999997,269.99999999999994
47,47,4083,4524,flexdps,eqo,PHI,18.631888421774594,4.9980780052062,5549.101845025271,8757.705928445728,4.4953127620789495,3.903824240752772,20287.79860866069,629.9999999999998,168.99999999999994,187631.76781803364,296124.29025030124,151.99999999999994,131.99999999999997,47,4083,4524,flexdps,PHI,19.28762706411388,5.010664682136347,5619.738663488065,9066.570176883655,4.667468471031116,3.8666773117855815,26224.065734922886,843.0000000000003,219.00000000000009,245620.66020733112,396270.5538481473,204.0,169.0
48,48,8692,7698,flexdps,Erster,ATL,22.52622993642386,4.284650138566496,6658.547146408156,6475.469524344653,4.836139760362183,5.811852168154553,14143.511848151684,531.0,101.0,156958.73409450054,152643.13323318958,113.99999999999996,136.99999999999997,48,8692,7698,flexdps,ATL,19.611844232717566,4.858446496042873,5766.6400271049215,6969.318068842621,4.578640676899043,5.23999988578446,23587.78677368164,771.0,191.0,226703.7922665477,273984.64760971075,180.0,206.0
49,49,8684,7697,mainsupport,Fahzix,WAS,8.353724901513008,3.9570275849272143,4415.193239470817,6917.597763118553,3.253556014273487,1.0991743291464484,13646.60691416264,190.00000000000003,90.0,100420.67764854431,157336.22910594946,74.0,25.000000000000004,49,8684,7697,mainsupport,WAS,10.036685504672347,3.5168978857342466,4379.956218541275,6900.108279124612,3.2734203397987987,1.5149713969316752,22178.636552512646,370.99999999999983,130.0,161902.428478241,255058.3228261471,121.0,56.0
50,50,4636,4405,maintank,Fate,VAL,14.847585242008758,6.339147595208285,8155.391710006071,0.0,4.603715553934534,4.1698575436160965,24892.93672847748,616.0,263.00000000000006,338352.74972188484,0.0,191.00000000000003,173.00000000000003,50,4636,4405,maintank,VAL,14.847585242008758,6.339147595208285,8155.391710006071,0.0,4.603715553934534,4.1698575436160965,24892.93672847748,616.0,263.00000000000006,338352.74972188484,0.0,191.00000000000003,173.00000000000003
51,51,5864,7694,offtank,Finnsi,PAR,18.56172509261252,4.64043127315313,7014.84922272941,0.0,4.0698864444867615,5.553302999019319,15774.395889341831,488.00000000000006,122.0,184425.01457229254,0.0,107.0,146.00000000000003,51,5864,7694,offtank,PAR,18.039469921067003,4.3515057214176895,6977.0310586450205,7.000966715852121,3.9383880896375287,5.342988037690074,21785.56253147125,654.9999999999998,157.99999999999994,253330.9106868802,254.1999969482421,142.99999999999997,193.99999999999997
52,52,4657,4409,maintank,Fissure,SEO,15.99476412196154,5.701482904718348,8093.900123181617,0.0,4.4387383687740165,5.012713157839621,15680.13120341301,418.0,149.0,211522.35979801413,0.0,116.00000000000004,131.0,52,4657,4409,maintank,SEO,16.771955505729366,5.374587996199911,8043.065435553766,0.0,4.537340619907461,5.320572036439106,22215.656359970566,620.9999999999999,199.00000000000003,297803.2963283657,0.0,167.99999999999994,197.0
53,53,8831,4409,maindps,FITS,SEO,21.46064985045913,2.861419980061217,12392.058851803456,7.511240793505049,4.828646216353304,6.617033703891562,3354.977621912956,120.0,15.999999999999995,69291.80022871491,42.00007462501526,27.0,36.99999999999999,53,8831,4409,maindps,SEO,22.88986213491692,2.508478042182676,12728.414914731824,6.5847665604302845,5.016956084365352,6.898314616002357,3827.0217393040657,146.00000000000003,16.000000000000004,81186.534309268,42.00007462501526,32.00000000000001,43.99999999999999
54,54,4631,4409,maindps,Fleta,SEO,18.6602587366538,4.255295488932875,9504.775474261009,2095.3188942385395,4.255295488932875,6.241100050434882,19035.105837106705,592.0000000000001,134.99999999999997,301540.67851749057,66474.36152386665,134.99999999999997,197.99999999999997,54,4631,4409,maindps,SEO,19.974162034333748,3.9856171071969295,9908.652306482487,1725.1539110196006,4.469420339862454,6.565901014746388,26043.645741224293,867.0000000000001,172.99999999999997,430095.7174049915,74882.16217947009,194.00000000000009,285.00000000000006
55,55,4659,4410,offtank,Fury,LDN,19.62014905101101,3.157265364530507,7223.254015017254,15.033203519711694,3.382784319139829,6.250096742029778,18623.71172869205,608.9999999999999,97.99999999999996,224206.33419799802,466.6234145164489,104.99999999999996,193.99999999999991,55,4659,4410,offtank,LDN,18.872791172525986,3.3653336612920803,7058.649707980845,12.562747872154029,3.499947007743764,6.030677921035408,22286.05171090364,700.9999999999999,124.99999999999996,262182.38733536005,466.623414516449,130.0,223.99999999999997
